,tokens,tone
803,노조 홍씨 가족 죽음 이르게 구조 원인 있다고 주장 했다 반지하 열악한 주거 형태 발달장애 노인 사회 약자 대한 지원 미비 집중호우 당시 재난 대응 시스템 제대로 작동 하지,-0.3333333333333333
804,박문 대의 배려 방식 어설퍼서 웃김 유진 먼저 해서 결정 했다는 선택 책임 따르는 아니까 선택 늦추거나 안전 만든 방식 살아온 박문 이런 불가피한 상황,1.0
805,영재 있다니 진짜 보고싶었는데 뽑자마자 우리 아가 등장 슈스덥 덕분 콘서트 보기전에 다양한 체험 해보고 좋았던 같아요 다음 수량 해주세요,NaN
806,참여 안내 서울 페스 개막 공연,NaN
807,부탁드립니다 고양이 분양 고양이 입양 안녕하세요 고양이 분양 보내기 위해 씁니다 맞으며 죽어가던 고양이 구조 했고 없던 애기 현재 붙고 건강하게 컸으며 병원,NaN
808,트친소 아는 사람 아시겠지만 여자친구 있구요 사람 마세요 서울 사람 다정 착함 잔소리 진입 장벽 낮아여 환영 플러팅 섹러,-1.0
809,호우,NaN
810,아카이브 남아있다니 다행,NaN
811,입양 홍보 하겠습니다 월령 중성 예방접종 완료 경남 지역 데려다 드립니다 파양 경험 단순 변심 어미 새끼 낳은 로드킬 당해 케이스 중성 방사 했으나 방사 동안 모금 먹지 않아 구조 많고 소심합니,NaN
812,미친 왹냥 키링 자랑 하아 아아 귀여워요 우러 힙쿨 왹냥 도안 공유 해주신 도영 무한 감사 드리고 계신 방향 올립니다 키링 받으면 먼저,0.0
813,요즘 다시 접률 높아지신 익명 이세 귀여우시고 말랑하신 뵙지 했는데 돌아오셔서 다행 익명 드림 간만 보니 더욱 반가웠어요 올리신 커미션 정말 예뻤고요 귀여운 친구,1.0
814,타팬 참여 가능 추첨 스테이 색안경 아이 앨범 포카 드립니다 이벤트 당첨 되지 않았다고 언괄 하실 경우 블락 됩니다,1.0
815,서울 경기 인천 울진 산불 현장 구조 초딩 모아가 입양 찾고있어요 고양이 입양 사지 입양 하세요,NaN
816,뮤직뱅크 사전 녹화 본방송 참여 안내 골든 일드 아우라,NaN
817,다행,NaN
818,감사 드립니다 거래 실례 하겠습니다 엘리 히어로 카오스 오스 엘리 히어로 마그마 오스 일판 일괄 팝니다 등기 비용 추가 됩니다,1.0
819,세븐 우지 인형 피카 수요 조사 추첨 제작 확정 피카뾰 보내 드립니다 자세한 내용,NaN
820,이재명 아니고 여유 자금 이라면서 경기도 재난 관리 기금 정부 재난 원금 비대 상자 였던 퍼센트 상위 시원하게 덕분 이번 수해 이후 인물 말라리아 모기 대량 번식 인한 말라리아 창궐,0.2
821,토크 믹스 글로벌 거래소 상장 커뮤니티 월렛 통한 바이 블루칩 에어드랍,NaN
822,포카 바인더 수요 조사 많은 감사하게도 포카 바인더 대해 문의 주셔서 조사 진행 하려고 합니다 최소 수량 채워지지 않을 경우 무산 알려 드리며 구매 하실 참여 부탁드립니다,NaN
823,아이구 아팠구나 꿉마 지금 괜찮다니 다행,NaN
824,초코 부자 돼서 이벤트 열어 봐요 트친 참여 가능하니깐 받아가요,1.0
825,진실 밝혀 주셔서 본인 뒤집어 쓰고 죽는 없게 주셔서 진심 감사 드립니다,0.3333333333333333
826,골드 니스 여러분 지금 바로 네이버 파티 놀러 오세요 아래 링크 들어와 주세요 어플 설치 참여 가능합니다,NaN
827,성규 동시 살고있어서 다행,NaN
828,사찬 천사 덕분 꽃숮 직관,1.0
